 Loan Number ,Disbursement Date,Loan Term,Loan Amount,Closing Balance,Interest Rate,Admin Fee,Credit Insurance Fee,Loan Type
"100,120,684,000,226",30/03/2021,6,400,12.04,0.0025,0.02,0.017,B2B
"100,120,684,000,227",30/03/2021,6,400,0.02,0.0025,0.02,0.017,B2B
"100,120,684,000,228",30/03/2021,6,1300,3.13,0.0025,0.02,0.017,B2B
"100,120,684,000,229",30/03/2021,6,500,15.06,0.0025,0.02,0.017,B2B
"100,120,684,000,230",30/03/2021,6,250,4.53,0.0025,0.02,0.017,B2B
"100,120,684,000,231",30/03/2021,6,1000,30.11,0.0025,0.02,0.017,B2B
"100,120,684,000,232",30/03/2021,6,800,24.09,0.0025,0.02,0.017,B2B
"100,120,684,000,233",30/03/2021,6,400,12.04,0.0025,0.02,0.017,B2B
"100,120,684,000,234",30/03/2021,6,600,0.06,0.0025,0.02,0.017,B2B
"100,120,684,000,235",30/03/2021,6,200,6.02,0.0025,0.02,0.017,B2B
"100,120,684,000,236",30/03/2021,6,800,24.09,0.0025,0.02,0.017,B2B
"100,120,684,000,237",30/03/2021,6,800,24.09,0.0025,0.02,0.017,B2B
"100,120,684,000,238",30/03/2021,6,850,4.59,0.0025,0.02,0.017,B2B
"100,120,684,000,239",06/05/2021,6,1000,-0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,240",06/05/2021,6,700,0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,241",06/05/2021,6,200,0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,242",06/05/2021,6,1450,-0.12,0.0025,0.02,0.017,B2B
"100,120,684,000,243",06/05/2021,6,2000,1.01,0.0025,0.02,0.017,B2B
"100,120,684,000,244",06/05/2021,6,1550,-0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,245",06/05/2021,4,400,-0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,246",06/05/2021,6,250,0,0.0025,0.02,0.017,B2B
"100,120,684,000,247",06/05/2021,6,1000,-0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,248",06/05/2021,4,500,0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,249",06/05/2021,6,800,-0.02,0.0025,0.02,0.017,B2B
"100,120,684,000,250",06/05/2021,6,400,0.02,0.0025,0.02,0.017,B2B
"100,120,684,000,251",06/05/2021,6,400,0.02,0.0025,0.02,0.017,B2B
"100,120,684,000,252",13/05/2021,5,400,0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,253",12/05/2021,6,3000,0,0.0025,0.02,0.017,B2B
"100,120,684,000,254",17/05/2021,4,478,0.03,0.0025,0.02,0.017,B2B
"100,120,684,000,255",17/05/2021,6,700,0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,256",17/05/2021,6,300,0,0.0025,0.02,0.017,B2B
"100,120,684,000,257",10/06/2021,6,500,4.18,0.0025,0.02,0.017,B2B
"100,120,684,000,258",08/06/2021,6,1000,-11.11,0.0025,0.02,0.017,B2B
"100,120,684,000,259",10/06/2021,6,1000,2.4,0.0025,0.02,0.017,B2B
"100,120,684,000,260",10/06/2021,6,1000,2.4,0.0025,0.02,0.017,B2B
"100,120,684,000,261",10/06/2021,5,500,2.4,0.0025,0.02,0.017,B2B
"100,120,684,000,262",10/06/2021,6,800,0.7,0.0025,0.02,0.017,B2B
"100,120,684,000,263",10/06/2021,6,200,1.67,0.0025,0.02,0.017,B2B
"100,120,684,000,264",10/06/2021,6,1800,3.09,0.0025,0.02,0.017,B2B
"100,120,684,000,265",10/06/2021,6,200,1.67,0.0025,0.02,0.017,B2B
"100,120,684,000,266",10/06/2021,6,800,0.7,0.0025,0.02,0.017,B2B
"100,120,684,000,267",08/06/2021,6,2800,-29.63,0.0025,0.02,0.017,B2B
"100,120,684,000,268",08/06/2021,6,1500,3.22,0.0025,0.02,0.017,B2B
"100,120,684,000,269",08/06/2021,6,1700,-44.05,0.0025,0.02,0.017,B2B
"100,120,684,000,270",07/06/2021,6,1200,0.05,0.0025,0.02,0.017,B2B
"100,120,684,000,271",23/06/2021,4,1000,3.14,0.0025,0.02,0.017,B2B
"100,120,684,000,272",23/06/2021,6,1000,4.79,0.0025,0.02,0.017,B2B
"100,120,684,000,273",20/07/2021,6,1500,3.11,0.0025,0.02,0.017,B2B
"100,120,684,000,274",20/07/2021,4,450,2,0.0025,0.02,0.017,B2B
"100,120,684,000,275",20/07/2021,6,500,4.37,0.0025,0.02,0.017,B2B
"100,120,684,000,276",20/07/2021,5,350,42.27,0.0025,0.02,0.017,B2B
"100,120,684,000,277",20/07/2021,2,110,1.72,0.0025,0.02,0.017,B2B
"100,120,684,000,278",20/07/2021,5,200,-4.76,0.0025,0.02,0.017,B2B
"100,120,684,000,279",20/07/2021,5,500,2.53,0.0025,0.02,0.017,B2B
"100,120,684,000,280",20/07/2021,5,250,-6.47,0.0025,0.02,0.017,B2B
"100,120,684,000,281",20/07/2021,5,2000,0.12,0.0025,0.02,0.017,B2B
"100,120,684,000,282",20/07/2021,4,400,-9.31,0.0025,0.02,0.017,B2B
"100,120,684,000,283",20/07/2021,5,250,3.75,0.0025,0.02,0.017,B2B
"100,120,684,000,284",20/07/2021,5,250,3.75,0.0025,0.02,0.017,B2B
"100,120,684,000,285",20/07/2021,4,300,1.32,0.0025,0.02,0.017,B2B
"100,120,684,000,286",20/07/2021,5,500,2.53,0.0025,0.02,0.017,B2B
"100,120,684,000,287",20/07/2021,5,500,2.53,0.0025,0.02,0.017,B2B
"100,120,684,000,288",20/07/2021,4,250,3.78,0.0025,0.02,0.017,B2B
"100,120,684,000,289",20/07/2021,5,400,3.02,0.0025,0.02,0.017,B2B
"100,120,684,000,290",21/07/2021,5,1000,1.15,0.0025,0.02,0.017,B2B
"100,120,684,000,291",21/07/2021,5,500,3.07,0.0025,0.02,0.017,B2B
"100,120,684,000,292",21/07/2021,5,500,0,0.0025,0.02,0.017,B2B
"100,120,684,000,293",21/07/2021,5,200,4.23,0.0025,0.02,0.017,B2B
"100,120,684,000,294",21/07/2021,5,850,1.72,0.0025,0.02,0.017,B2B
"100,120,684,000,295",21/07/2021,5,700,2.3,0.0025,0.02,0.017,B2B
"100,120,684,000,296",21/07/2021,5,1000,1.15,0.0025,0.02,0.017,B2B
"100,120,684,000,297",21/07/2021,5,500,-6.93,0.0025,0.02,0.017,B2B
"100,120,684,000,298",21/07/2021,5,500,-5.64,0.0025,0.02,0.017,B2B
"100,120,684,000,299",21/07/2021,5,1500,4.22,0.0025,0.02,0.017,B2B
"100,120,684,000,300",20/08/2021,4,600,3,0.0025,0.02,0.017,B2B
"100,120,684,000,301",19/08/2021,4,750,2.93,0.0025,0.02,0.017,B2B
"100,120,684,000,302",19/08/2021,4,1500,1.85,0.0025,0.02,0.017,B2B
"100,120,684,000,303",19/08/2021,3,200,1.29,0.0025,0.02,0.017,B2B
"100,120,684,000,304",19/08/2021,4,1000,2.57,0.0025,0.02,0.017,B2B
"100,120,684,000,305",19/08/2021,4,800,0.45,0.0025,0.02,0.017,B2B
"100,120,684,000,306",19/08/2021,4,400,0.23,0.0025,0.02,0.017,B2B
"100,120,684,000,307",19/08/2021,4,300,1.17,0.0025,0.02,0.017,B2B
"100,120,684,000,308",19/08/2021,4,200,2.11,0.0025,0.02,0.017,B2B
"100,120,684,000,309",19/08/2021,4,800,0.45,0.0025,0.02,0.017,B2B
"100,120,684,000,310",19/08/2021,4,150,0.59,0.0025,0.02,0.017,B2B
"100,120,684,000,311",19/08/2021,4,400,0.23,0.0025,0.02,0.017,B2B
"100,120,684,000,312",19/08/2021,4,400,0.23,0.0025,0.02,0.017,B2B
"100,120,684,000,313",19/08/2021,6,3500,2.31,0.0025,0.02,0.017,B2B
"100,120,684,000,314",19/08/2021,4,1000,2.57,0.0025,0.02,0.017,B2B
"100,120,684,000,315",20/08/2021,4,500,3.82,0.0025,0.02,0.017,B2B
"100,120,684,000,316",20/08/2021,4,1000,3.66,0.0025,0.02,0.017,B2B
"100,120,684,000,317",20/08/2021,4,1050,1.22,0.0025,0.02,0.017,B2B
"100,120,684,000,318",20/08/2021,4,400,0.66,0.0025,0.02,0.017,B2B
"100,120,684,000,319",27/08/2021,4,400,-0.36,0.0025,0.02,0.017,B2B
"100,120,684,000,320",27/08/2021,4,300,3.74,0.0025,0.02,0.017,B2B
"100,120,684,000,321",27/08/2021,4,200,3.84,0.0025,0.02,0.017,B2B
"100,120,684,000,322",30/08/2021,4,2800,2.49,0.0025,0.02,0.017,B2B
"100,120,684,000,323",26/08/2021,4,1300,1.48,0.0025,0.02,0.017,B2B
"100,120,684,000,324",13/09/2021,3,120,2.49,0.0025,0.02,0.017,B2B
"100,120,684,000,325",13/09/2021,3,250,-6.78,0.0025,0.02,0.017,B2B
"100,120,684,000,326",13/09/2021,3,200,0.15,0.0025,0.02,0.017,B2B
"100,120,684,000,327",13/09/2021,3,500,0.4,0.0025,0.02,0.017,B2B
"100,120,684,000,328",13/09/2021,3,270,2.61,0.0025,0.02,0.017,B2B
"100,120,684,000,329",07/09/2021,3,1000,-42.6,0.0025,0.02,0.017,B2B
"100,120,684,000,330",07/09/2021,3,1000,0.4,0.0025,0.02,0.017,B2B
"100,120,684,000,331",07/09/2021,3,1000,0.4,0.0025,0.02,0.017,B2B
"100,120,684,000,332",07/09/2021,3,100,2.44,0.0025,0.02,0.017,B2B
"100,120,684,000,333",07/09/2021,3,350,-12.46,0.0025,0.02,0.017,B2B
"100,120,684,000,334",07/09/2021,3,400,-16.74,0.0025,0.02,0.017,B2B
"100,120,684,000,335",07/09/2021,3,2000,0.79,0.0025,0.02,0.017,B2B
"100,120,684,000,336",17/09/2021,3,250,-1.74,0.0025,0.02,0.017,B2B
"100,120,684,000,337",17/09/2021,3,250,-1.74,0.0025,0.02,0.017,B2B
"100,120,684,000,338",17/09/2021,3,500,2.52,0.0025,0.02,0.017,B2B
"100,120,684,000,339",17/09/2021,3,110,1.75,0.0025,0.02,0.017,B2B
"100,120,684,000,340",07/09/2021,3,250,1.61,0.0025,0.02,0.017,B2B
"100,120,684,000,341",20/09/2021,3,750,0.16,0.0025,0.02,0.017,B2B
"100,120,684,000,342",05/10/2021,3,1300,1.12,0.0025,0.02,0.017,B2B
"100,120,684,000,343",05/10/2021,3,250,4,0.0025,0.02,0.017,B2B
"100,120,684,000,344",05/10/2021,3,200,1.79,0.0025,0.02,0.017,B2B
"100,120,684,000,345",05/10/2021,3,600,0,0.0025,0.02,0.017,B2B
"100,120,684,000,346",19/08/2021,6,3500,-6.09,0.0025,0.02,0.017,B2B
"100,120,684,000,347",08/06/2021,12,5000,-6.05,0.0025,0.02,0.017,B2B
"100,120,684,000,348",20/07/2021,12,3000,-3.92,0.0025,0.02,0.017,B2B
"100,120,684,000,349",17/09/2021,12,10000,0.01,0.0025,0.02,0.017,B2B
"100,120,684,000,350",20/10/2021,2,200,0.68,0.0025,0.02,0.017,B2B
"100,120,684,000,351",20/10/2021,2,150,1.51,0.0025,0.02,0.017,B2B
"100,120,684,000,352",20/10/2021,2,450,0.53,0.0025,0.02,0.017,B2B
"100,120,684,000,353",20/10/2021,2,150,1.51,0.0025,0.02,0.017,B2B
"100,120,684,000,354",20/10/2021,2,150,1.51,0.0025,0.02,0.017,B2B
"100,120,684,000,355",20/10/2021,2,150,1.51,0.0025,0.02,0.017,B2B
"100,120,684,000,356",20/10/2021,2,300,1.01,0.0025,0.02,0.017,B2B
"100,120,684,000,357",20/10/2021,2,350,0.18,0.0025,0.02,0.017,B2B
"100,120,684,000,358",20/10/2021,2,180,1.81,0.0025,0.02,0.017,B2B
"100,120,684,000,359",20/10/2021,2,200,0.68,0.0025,0.02,0.017,B2B
"100,120,684,000,360",20/10/2021,2,1000,1.39,0.0025,0.02,0.017,B2B
"100,120,684,000,361",20/10/2021,2,1900,0.43,0.0025,0.02,0.017,B2B
"100,120,684,000,362",29/10/2021,12,10000,3.27,0.0025,0.02,0.017,B2B
"100,120,684,000,363",05/11/2021,2,600,1.95,0.0025,0.02,0.017,B2B
"100,120,684,000,364",03/11/2021,2,200,1.57,0.0025,0.02,0.017,B2B
"100,120,684,000,365",03/11/2021,1,120,0,0.0025,0.02,0.017,B2B
"100,120,684,000,366",12/11/2021,1,100,0,0.0025,0.02,0.017,B2B
"100,120,684,000,367",15/11/2021,1,300,0,0.0025,0.02,0.017,B2B
"100,120,684,000,368",08/11/2021,12,10000,-0.04,0.0025,0.02,0.017,B2B
"100,120,684,000,369",10/12/2021,6,1100,8.84,0.0025,0.02,0.017,B2B
"100,120,684,000,370",24/01/2022,6,500,0.68,0.0025,0.02,0.017,B2B
"100,120,684,000,371",24/01/2022,6,1000,1.34,0.0025,0.02,0.017,B2B
"100,120,684,000,372",24/01/2022,6,1000,1.34,0.0025,0.02,0.017,B2B
"100,120,684,000,373",24/01/2022,6,300,1.6,0.0025,0.02,0.017,B2B
"100,120,684,000,374",24/01/2022,6,1000,1.34,0.0025,0.02,0.017,B2B
"100,120,684,000,375",24/01/2022,6,300,-110.4,0.0025,0.02,0.017,B2B
"100,120,684,000,376",24/01/2022,6,300,1.6,0.0025,0.02,0.017,B2B
"100,120,684,000,377",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,378",18/01/2022,6,500,3.18,0.0025,0.02,0.017,B2B
"100,120,684,000,379",18/01/2022,6,1000,0.75,0.0025,0.02,0.017,B2B
"100,120,684,000,380",18/01/2022,6,900,8.86,0.0025,0.02,0.017,B2B
"100,120,684,000,381",18/01/2022,6,700,0.93,0.0025,0.02,0.017,B2B
"100,120,684,000,382",18/01/2022,6,400,1.49,0.0025,0.02,0.017,B2B
"100,120,684,000,383",18/01/2022,6,300,5.61,0.0025,0.02,0.017,B2B
"100,120,684,000,384",18/01/2022,6,500,3.37,0.0025,0.02,0.017,B2B
"100,120,684,000,385",18/01/2022,6,300,5.61,0.0025,0.02,0.017,B2B
"100,120,684,000,386",18/01/2022,6,320,1.2,0.0025,0.02,0.017,B2B
"100,120,684,000,387",18/01/2022,6,500,6.37,0.0025,0.02,0.017,B2B
"100,120,684,000,388",18/01/2022,6,350,3.56,0.0025,0.02,0.017,B2B
"100,120,684,000,389",18/01/2022,6,500,2.8,0.0025,0.02,0.017,B2B
"100,120,684,000,390",18/01/2022,6,800,5.98,0.0025,0.02,0.017,B2B
"100,120,684,000,391",18/01/2022,5,200,5.01,0.0025,0.02,0.017,B2B
"100,120,684,000,392",14/01/2022,6,1000,2.32,0.0025,0.02,0.017,B2B
"100,120,684,000,393",05/01/2022,6,300,1.28,0.0025,0.02,0.017,B2B
"100,120,684,000,394",05/01/2022,4,350,1.97,0.0025,0.02,0.017,B2B
"100,120,684,000,395",05/01/2022,4,300,1.12,0.0025,0.02,0.017,B2B
"100,120,684,000,396",05/01/2022,6,200,-75.15,0.0025,0.02,0.017,B2B
"100,120,684,000,397",05/01/2022,6,1500,-7.66,0.0025,0.02,0.017,B2B
"100,120,684,000,398",05/01/2022,6,250,2.04,0.0025,0.02,0.017,B2B
"100,120,684,000,399",05/01/2022,6,250,0,0.0025,0.02,0.017,B2B
"100,120,684,000,400",05/01/2022,6,550,-54.64,0.0025,0.02,0.017,B2B
"100,120,684,000,401",03/01/2022,6,440,3.3,0.0025,0.02,0.017,B2B
"100,120,684,000,402",05/01/2022,5,150,2.11,0.0025,0.02,0.017,B2B
"100,120,684,000,403",05/01/2022,6,150,3.64,0.0025,0.02,0.017,B2B
"100,120,684,000,404",03/01/2022,2,600,0.28,0.0025,0.02,0.017,B2B
"100,120,684,000,405",04/01/2022,6,650,5.06,0.0025,0.02,0.017,B2B
"100,120,684,000,406",04/01/2022,6,1900,6.02,0.0025,0.02,0.017,B2B
"100,120,684,000,407",04/01/2022,6,1100,2.9,0.0025,0.02,0.017,B2B
"100,120,684,000,408",04/01/2022,2,1000,0.19,0.0025,0.02,0.017,B2B
"100,120,684,000,409",13/01/2022,6,200,2.64,0.0025,0.02,0.017,B2B
"100,120,684,000,410",13/01/2022,6,600,1.92,0.0025,0.02,0.017,B2B
"100,120,684,000,411",13/01/2022,6,1100,2.11,0.0025,0.02,0.017,B2B
"100,120,684,000,412",13/01/2022,6,800,4.57,0.0025,0.02,0.017,B2B
"100,120,684,000,413",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,414",13/01/2022,6,500,88.8,0.0025,0.02,0.017,B2B
"100,120,684,000,415",13/01/2022,6,600,-224.08,0.0025,0.02,0.017,B2B
"100,120,684,000,416",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,417",13/01/2022,6,800,4.57,0.0025,0.02,0.017,B2B
"100,120,684,000,418",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,419",13/01/2022,6,300,3.96,0.0025,0.02,0.017,B2B
"100,120,684,000,420",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,421",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,422",13/01/2022,6,600,60.96,0.0025,0.02,0.017,B2B
"100,120,684,000,423",13/01/2022,6,450,2.5,0.0025,0.02,0.017,B2B
"100,120,684,000,424",13/01/2022,6,600,6.12,0.0025,0.02,0.017,B2B
"100,120,684,000,425",13/01/2022,6,1000,1.2,0.0025,0.02,0.017,B2B
"100,120,684,000,426",13/01/2022,5,500,4.81,0.0025,0.02,0.017,B2B
"100,120,684,000,427",13/01/2022,6,300,3.96,0.0025,0.02,0.017,B2B
"100,120,684,000,428",13/01/2022,6,400,5.28,0.0025,0.02,0.017,B2B
"100,120,684,000,429",13/01/2022,6,500,-187.39,0.0025,0.02,0.017,B2B
"100,120,684,000,430",13/01/2022,6,300,3.96,0.0025,0.02,0.017,B2B
"100,120,684,000,431",13/01/2022,6,1200,3.85,0.0025,0.02,0.017,B2B
"100,120,684,000,432",13/01/2022,6,2000,0,0.0025,0.02,0.017,B2B
"100,120,684,000,433",13/01/2022,6,1000,1.2,0.0025,0.02,0.017,B2B
"100,120,684,000,434",13/01/2022,6,300,3.23,0.0025,0.02,0.017,B2B
"100,120,684,000,435",13/01/2022,4,300,3.72,0.0025,0.02,0.017,B2B
"100,120,684,000,436",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,437",13/01/2022,6,600,1.92,0.0025,0.02,0.017,B2B
"100,120,684,000,438",13/01/2022,6,800,4.57,0.0025,0.02,0.017,B2B
"100,120,684,000,439",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,440",13/01/2022,6,500,120.31,0.0025,0.02,0.017,B2B
"100,120,684,000,441",13/01/2022,2,120,0.52,0.0025,0.02,0.017,B2B
"100,120,684,000,442",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,443",13/01/2022,6,500,0.61,0.0025,0.02,0.017,B2B
"100,120,684,000,444",13/01/2022,6,700,3.24,0.0025,0.02,0.017,B2B
"100,120,684,000,445",13/01/2022,6,600,1.92,0.0025,0.02,0.017,B2B
"100,120,684,000,446",24/01/2022,6,1500,1.7,0.0025,0.02,0.017,B2B
"100,120,684,000,447",21/01/2022,6,1000,4.38,0.0025,0.02,0.017,B2B
"100,120,684,000,448",21/01/2022,6,600,1.13,0.0025,0.02,0.017,B2B
"100,120,684,000,449",28/01/2022,6,100,2.98,0.0025,0.02,0.017,B2B
"100,120,684,000,450",29/01/2022,6,400,0.28,0.0025,0.02,0.017,B2B
"100,120,684,000,451",30/01/2022,5,400,3.22,0.0025,0.02,0.017,B2B
"100,120,684,000,452",28/01/2022,5,500,2.93,0.0025,0.02,0.017,B2B
"100,120,684,000,453",30/01/2022,6,800,1.54,0.0025,0.02,0.017,B2B
"100,120,684,000,454",30/01/2022,6,400,0.78,0.0025,0.02,0.017,B2B
"100,120,684,000,455",28/01/2022,6,500,37.86,0.0025,0.02,0.017,B2B
"100,120,684,000,456",28/01/2022,6,700,2.81,0.0025,0.02,0.017,B2B
"100,120,684,000,457",03/02/2022,6,1000,2.63,0.0025,0.02,0.017,B2B
"100,120,684,000,458",03/02/2022,6,700,1.84,0.0025,0.02,0.017,B2B
"100,120,684,000,459",15/02/2022,6,5000,0,0.0025,0.02,0.017,B2B
"100,120,684,000,460",03/02/2022,6,1380,2.65,0.0025,0.02,0.017,B2B
"100,120,684,000,461",18/02/2022,6,800,3.22,0.0025,0.02,0.017,B2B
"100,120,684,000,462",18/02/2022,6,600,-0.07,0.0025,0.02,0.017,B2B
"100,120,684,000,463",18/02/2022,6,700,1.58,0.0025,0.02,0.017,B2B
"100,120,684,000,464",18/02/2022,5,300,-31.16,0.0025,0.02,0.017,B2B
"100,120,684,000,465",18/02/2022,3,300,2.47,0.0025,0.02,0.017,B2B
"100,120,684,000,466",18/02/2022,6,210,3.98,0.0025,0.02,0.017,B2B
"100,120,684,000,467",18/02/2022,6,250,1.63,0.0025,0.02,0.017,B2B
"100,120,684,000,468",18/02/2022,6,1200,-665.45,0.0025,0.02,0.017,B2B
"100,120,684,000,469",18/02/2022,6,800,145.22,0.0025,0.02,0.017,B2B
"100,120,684,000,470",18/02/2022,6,1200,-0.16,0.0025,0.02,0.017,B2B
"100,120,684,000,471",18/02/2022,6,1000,1.53,0.0025,0.02,0.017,B2B
"100,120,684,000,472",18/02/2022,6,600,-332.72,0.0025,0.02,0.017,B2B
"100,120,684,000,473",18/02/2022,6,1000,1.53,0.0025,0.02,0.017,B2B
"100,120,684,000,474",18/02/2022,6,500,3.26,0.0025,0.02,0.017,B2B
"100,120,684,000,475",18/02/2022,6,300,-0.03,0.0025,0.02,0.017,B2B
"100,120,684,000,476",17/02/2022,5,600,1.64,0.0025,0.02,0.017,B2B
"100,120,684,000,477",18/02/2022,6,400,1.62,0.0025,0.02,0.017,B2B
"100,120,684,000,478",28/02/2022,12,10000,3.36,0.0025,0.02,0.017,B2B
"100,120,684,000,479",18/02/2022,5,250,-25.96,0.0025,0.02,0.017,B2B
"100,120,684,000,480",18/02/2022,6,600,-0.07,0.0025,0.02,0.017,B2B
"100,120,684,000,481",23/02/2022,12,6500,60.2,0.0025,0.02,0.017,B2B
"100,120,684,000,482",23/02/2022,6,500,0.57,0.0025,0.02,0.017,B2B
"100,120,684,000,483",23/02/2022,6,500,0.57,0.0025,0.02,0.017,B2B
"100,120,684,000,484",23/02/2022,6,800,1.9,0.0025,0.02,0.017,B2B
"100,120,684,000,485",28/02/2022,6,1800,1.63,0.0025,0.02,0.017,B2B
"100,120,684,000,486",28/02/2022,6,400,0.29,0.0025,0.02,0.017,B2B
"100,120,684,000,487",28/02/2022,1,1100,0,0.0025,0.02,0.017,B2B
"100,120,684,000,488",25/03/2022,6,3000,0,0.0025,0.02,0.017,B2B
"100,120,684,000,489",24/03/2022,6,500,-89.2,0.0025,0.02,0.017,B2B
"100,120,684,000,490",08/03/2022,6,1000,5.77,0.0025,0.02,0.017,B2B
"100,120,684,000,491",08/03/2022,6,1500,1.78,0.0025,0.02,0.017,B2B
"100,120,684,000,492",08/03/2022,6,640,0.1,0.0025,0.02,0.017,B2B
"100,120,684,000,493",10/03/2022,6,1000,2.02,0.0025,0.02,0.017,B2B
"100,120,684,000,494",08/03/2022,5,350,3.83,0.0025,0.02,0.017,B2B
"100,120,684,000,495",18/03/2022,6,500,2.04,0.0025,0.02,0.017,B2B
"100,120,684,000,496",18/03/2022,6,500,-338.81,0.0025,0.02,0.017,B2B
"100,120,684,000,497",18/03/2022,6,600,4.13,0.0025,0.02,0.017,B2B
"100,120,684,000,498",18/03/2022,6,300,5.08,0.0025,0.02,0.017,B2B
"100,120,684,000,499",18/03/2022,6,300,5.08,0.0025,0.02,0.017,B2B
"100,120,684,000,500",18/03/2022,6,500,2.45,0.0025,0.02,0.017,B2B
"100,120,684,000,501",18/03/2022,6,500,2.45,0.0025,0.02,0.017,B2B
"100,120,684,000,502",01/03/2022,6,700,4.34,0.0025,0.02,0.017,B2B
"100,120,684,000,503",01/03/2022,6,600,0.16,0.0025,0.02,0.017,B2B
"100,120,684,000,504",01/03/2022,6,900,2.72,0.0025,0.02,0.017,B2B
"100,120,684,000,505",08/03/2022,6,350,5.03,0.0025,0.02,0.017,B2B
"100,120,684,000,506",29/03/2022,6,1000,5.01,0.0025,0.02,0.017,B2B
"100,120,684,000,507",29/03/2022,5,500,2.62,0.0025,0.02,0.017,B2B
"100,120,684,000,508",15/03/2022,6,350,1.75,0.0025,0.02,0.017,B2B
"100,120,684,000,509",08/03/2022,6,800,4.63,0.0025,0.02,0.017,B2B
"100,120,684,000,510",01/03/2022,6,700,-323.77,0.0025,0.02,0.017,B2B
"100,120,684,000,511",23/03/2022,6,1050,2.55,0.0025,0.02,0.017,B2B
"100,120,684,000,512",08/03/2022,10,2439,6.13,0.0025,0.02,0.017,B2B
"100,120,684,000,513",01/04/2022,4,330,2.24,0.0025,0.02,0.017,B2B
"100,120,684,000,514",01/04/2022,4,350,0.07,0.0025,0.02,0.017,B2B
"100,120,684,000,515",01/04/2022,6,200,5.7,0.0025,0.02,0.017,B2B
"100,120,684,000,516",01/04/2022,4,400,0.66,0.0025,0.02,0.017,B2B
"100,120,684,000,517",06/04/2022,6,1000,4.11,0.0025,0.02,0.017,B2B
"100,120,684,000,518",07/04/2022,12,9000,3.34,0.0025,0.02,0.017,B2B
"100,120,684,000,519",08/04/2022,6,300,1.91,0.0025,0.02,0.017,B2B
"100,120,684,000,520",14/04/2022,1,600,0.18,0.0025,0.02,0.017,B2B
"100,120,684,000,521",12/04/2022,6,1000,4.81,0.0025,0.02,0.017,B2B
"100,120,684,000,522",25/04/2022,6,1000,1.18,0.0025,0.02,0.017,B2B
"100,120,684,000,523",25/04/2022,4,500,2.77,0.0025,0.02,0.017,B2B
"100,120,684,000,524",25/04/2022,6,1000,1.18,0.0025,0.02,0.017,B2B
"100,120,684,000,525",25/04/2022,6,650,1.36,0.0025,0.02,0.017,B2B
"100,120,684,000,526",25/04/2022,6,1000,1.18,0.0025,0.02,0.017,B2B
"100,120,684,000,527",22/04/2022,6,800,5.51,0.0025,0.02,0.017,B2B
"100,120,684,000,528",09/05/2022,2,1200,1.52,0.0025,0.02,0.017,B2B
"100,120,684,000,529",06/05/2022,6,650,5.18,0.0025,0.02,0.017,B2B
"100,120,684,000,530",05/05/2022,3,250,0.89,0.0025,0.02,0.017,B2B
"100,120,684,000,531",06/05/2022,6,300,1,0.0025,0.02,0.017,B2B
"100,120,684,000,532",06/05/2022,6,600,2.02,0.0025,0.02,0.017,B2B
"100,120,684,000,533",06/05/2022,6,1000,3.35,0.0025,0.02,0.017,B2B
"100,120,684,000,534",06/05/2022,6,1000,3.35,0.0025,0.02,0.017,B2B
"100,120,684,000,535",06/05/2022,6,600,2.02,0.0025,0.02,0.017,B2B
"100,120,684,000,536",06/05/2022,6,500,1.69,0.0025,0.02,0.017,B2B
"100,120,684,000,537",06/05/2022,6,600,2.02,0.0025,0.02,0.017,B2B
"100,120,684,000,538",06/05/2022,6,1000,3.35,0.0025,0.02,0.017,B2B
"100,120,684,000,539",06/05/2022,6,1000,3.35,0.0025,0.02,0.017,B2B
"100,120,684,000,540",18/05/2022,6,800,1.38,0.0025,0.02,0.017,B2B
"100,120,684,000,541",18/05/2022,6,700,5.71,0.0025,0.02,0.017,B2B
"100,120,684,000,542",18/05/2022,6,1000,-183.27,0.0025,0.02,0.017,B2B
"100,120,684,000,543",18/05/2022,6,200,3.33,0.0025,0.02,0.017,B2B
"100,120,684,000,544",18/05/2022,4,300,0.77,0.0025,0.02,0.017,B2B
"100,120,684,000,545",18/05/2022,6,800,1.38,0.0025,0.02,0.017,B2B
"100,120,684,000,546",18/05/2022,6,700,-0.29,0.0025,0.02,0.017,B2B
